Total rows: 2204
Tamil Nadu rows: 2194
Likely food businesses: 746

ALL FOOD BUSINESSES:
     0. Accent Hotels Pvt Ltd  |  Sipcot No 36 OMR, Chennai 600 090, Mob:9600747175.
   157. Blue Planet Foods Private Limited  |  No:213,2nd Floor,Nexus Vijaya Mall,, Arcot Road,Vadapalani,, Chennai-600026., Mob:8072700403
   158. Blue Planet Foods Pvt Ltd ( OMR )  |  Brigade World Trade Center, Sales Office 5,, 142, Rajiv Gandhi Salai,, Chennai - 600096, mob no : 9880128599
   167. Bon Fresh Foods Private Limited  |  No:8C/1,Sastha Nagar,, Villivakkam,, Chennai-600049., ( Opp to Sastha Nagar Christian Assembly ), Mon:9962342299.
   169. Born Restaurants Llp  |  No.6A, Born Restaurants LLP,, New Colony 10th Street,, Adambakkam, Chennai,, Tamil Nadu, 600088, contact number : 99940 
   176. Break Your Burger  |  4/1, Valluvar Salai, Ramapuram,, Chennai 600089, 7200221848
   177. Brews & Beyond Bistro Pvt Ltd  |  No : 55/16, 3rd Floor,, 7th Avenue, Besant Nagar, Chennai - 600090, contact no : 95666 95236
   181. Bronsky Enterprises Private Limited ( Fresh )  |  ( Fresh 2 Day ), P.No.1, 1st Street, Classic Gardens,, Kumarasamy Nagar,, Sholinganallur, Chennai -600119, Ph: 93634 261
   185. BRYDAN FOODS (PA)  |  (Mainland China), Ground floor Block 3, No.4/222, East coast Road, Palavakkam,, Chennai-600 041, Mob: 90425 89854, Name:
   186. Bts Bistro  |  Sf No.203/3, Plot No.129,130,, Service Road, Near Veerana Pump House,, Chennai, Tamil Nadu, 600095., Mob:9840450311, ( D
   187. Buhari Hotel - A Unit of M.B and Brothers  |  Old No.63, New No.52/1b,, Pulla Avenue, Shenoy Nagar, Chennai, MoB:63813 06037
   188. Burma Tamizhar Recreation Club  |  No 3, ECR, Vettuvankani,, Chennai - 600115, Mob No : 9840320599
   194. Cafe Arabica  |  No 4 E Block 3 Rd Avenue, Anna Nagar East, Chennai 600102, Mob:9840073713
   195. Cafe De Bangkok Chennai  |  No. 18, Thevar Road, Nandanam,, Chennai-600035, Mob-73053 50248
   196. Cafe H  |  No 42 1 Shanthinikethan Colony, Anna Nagar West Extn, Chennai 600 101, Mob 9840165539, 9443064541
   197. Cafe Nirvanaa Private Limited  |  Striling road 3 Cross Rd, Nungambakkam Chennai-600034, Mob-99942 31965, 90250 69015
   199. Cakebee Deli Fresh Private Limited ( Nungambakkam )  |  Mahalinga Chetty St, No: 7, Mahalingampuram,, Nungambakkam, Chennai-600034., Mob: 9578031113
   206. Calicut Restaurant  |  No 15, V O C Street,, East Coast Road,, Injambakkam, Chennai,, Chennai, Tamil Nadu, 600115, Mob:- 80729 37316
   210. Calis Food Products  |  M- 8, Raghavan Apartments,, Thiruvalluvar Nagar,, Thiruvanmiyur,, Chennai - 600 041, PH:9600102917
   215. C&C HOTEL NEEDS  |  OLD NO.5/1, NEW NO.3,, KRISHNAMA ROAD,, KRISHNAMA LANE,, NUNGAMBAKKAM,, Chennai-600034, Mob-93421 70401
   216. Ceebros Hotels Private Limited  |  Pullman Chennai Anna Salai, No:636,Anna Salai,, Teynampet,Chennai-600035., Mob:91500 70924
   217. Ceebros Hotels Private Limited (A)  |  NO 636 Anna Salai, Teynampet, Chennai 600 035
   218. Ceebros Hotels Private Limited (AL)  |  120 St Marys Road Alwarpet, Chennai 600018
   219. Ceebros Hotels Private Limited (L)  |  Lola's Pizzeria, Ground Floor,, No:187,St.Mary's Road,, Alwarpet,Chennai-600018.
   228. Charison Food Industries Private Limited  |  Ground Floor, 15, Thiru Vi Ka Nagar,, 3rd Cross Street,, Thundalam,, Chennai - 600 077., Mob: 9710560000.
   234. Chef Arkey  |  Flat No.A, Plot No.1016, HIG Type,, 5th Street, Moggapair Eri Scheme,, Chennai, Tamil Nadu, 600037, Mob:9095663000
   235. CHENNAI BEST RECREATION CLUB  |  39, Bazullah Road, T Nagar, Chennai,, Chennai, Tamil Nadu, 600017, Mob:63690 05457
   236. Chennai Classic Cakes  |  Sri Kumaran Complex, G1,Papermills Road,, Perambur,Chennai-600011., Mob:9176660445
   238. Chennai Deluxe International Hotel Private Limited  |  Hotel Chennai Le Palace, No:5/9,Arcot Road,, Karambakkam,Chennai-600116., Mob:9551214031
   239. Chennai Deluxe International Hotel  Pvt Ltd ( K )  |  Block No:1,Plot No:5,, E Road Koyambedu,, Chennai-600107., Mob:9710977615
   240. Chennai Food Company  |  No.5, VMR Squares, MMRD Scheme Road,, 200 Feet Road, Radial Road,, Thuraipakkam Chennai-600097, Mob-
   241. Chennai Food Factory  |  # 22/1, Sowrashtra Nagar 8th Street, Choolaimedu, Chennai - 600 094, Tel: 044  43576554
   242. Chennai Foods  |  No:24/2,Secound Avenue,, Anna Nagar West,Chennai-600040., No:044-26162133
   243. Chennai Foods  (T)  |  Shed No. 72,, Sidco Industrial Estate,, Thirumazhisai, Chennai-600 124, Mob No: 9382073555
   244. Chennai Fresh Super Market  |  No. 15, Parasakthi Nagar,, Koladi Village,, Thiruverkadu Main Road,, Thiruverkadu ,, Chennai - 600 077., Mob: 8838712593
   245. Chennai Fresh Traders  |  Plot No. 31, Ram Nagar,, S S Puram,, Avadi Main Road,, Thiruverkadu,, Chennai - 600077., PH: 89254 28444
   251. Choalai Fresh  |  121, Nolambur 4th, Main Road,, Mogappair West,, Chennai - 600 037., Mob: 9944004222
   255. Cinemascope An Apart Hotel  |  No:4/343,A-B,Anna Salai,, East Cost Road,Palavakkam,, Chennai-600041.
   256. Cinemascope Clubs and Resorts  |  No:343-A,Anna Street,, Palavakkam,Chennai-600041., Mob:9841248888.
   258. Citadines OMR Apart Hotel Pvt Ltd  |  290,Rajivgandhi salai, OMR Sholinganallur, Chennai-600119, Mb No. 9962006366 Tel No.044 71000010, Contact Person Mr Srin
   259. Cita Foods Pvt Ltd  |  4 Sree Krishna Enclave, Water Land Drive Kottivakkam, Chennai 600 041
   260. Citrus Resorts Pvt Ltd  |  No.175/9, Podavur (Village), Chennai Bangalore Highway, Sriperumpudur, Kanchipuram - 108, Mob-97502 51111
   261. Citymax Hotels India Pvt Ltd  |  Krispy Kreme,F&B-2,, Ground Floor,Express Avenue,, No.49 and 50 L,Whites Road,, Royapettah,, Chennai-600014, Tel.044 284
   264. C KS Foods Private Limited  |  No:12,Poonamallee High Road,, Ekkaduthangal,, Chennai-600032., ( Delivery at Alapakkam)
   265. Classical Recreation Club  |  No.2/222 Vettuvankeni,East Coast Road,, Chennai-600115, Mob- 9080047662 MD, 7010147066
   266. Classic Star Club  |  70. Bazaar road 
MMM Signal
Collector Nagar, Anna Nagar West extn 
Chennai- 600101, Mob-99625 40625
   270. C M Hotel  |  No:778/8,Sankaralingar Street,, Gerugambakkam,, Chennai-600122., Mob:8056193920
   273. Coffee Tree Cafe  |  Old No 88 New No 40, Greeways Road  R A Puram, Chennai, Mob- 7395957043, Tel- 044 42343535
   276. Collaborative Restaurant Llp  |  Old No : 1, New No :17A,, 6th Main Road,, Raja Annamalai Puram,, Mob No:8838702218, Chennai : 600028
   279. Community Kitchen Company  |  Old No: 27A, New No: 60, 4th Main Road, Raja Annamalai Puram,, Chennai - 600028, TUSCAN TABLE-RA PURAM, Mob-96770 77347
   280. Compass India Food Services Private Limited  |  Eco Kitchen No:8/15,, Harichandra 3rd Cross Street,, Injambakkam,Chennai-600115., Mob:9311907322
   282. Concept Dine In  |  No. 18 L V Prasad Road,, Dhanalakshmi Colony, Vadapalani Chennai  - 600 026, Mob No. 72002 21818
   285. Confluence Banquets & Resort  |  (Unit of Arun Excello Constructions LLP), ECR OMR Junction, ECR Road Poonjeri, Mahabalipuram, Chennai 603 104, MobNo.950
   287. Continental Hotel Resorts  |  (Esthell Hotels&Resorts), No 1 Royal Enclave, Besant Avenue Rd Adyar, Chennai 600020, 9176011433, A/c No: 9500080333
   288. Convenio Foods International Pvt Ltd  |  123/1A1, Mambakkam Village, Chennai - 600 048
   289. Cookies Cisine  |  No,2.Cemitry Road,, Kilpauk ,, Chennai -600 010., Cell: 9176717183
   294. Copper Kitchen Porur  |  6/133 Arcot Road, Karampakkam, Porur Chennai 600 116, Ph 7810991196
   298. Cosmopolitan Club  |  No:63,Anna Salai,, Mount Road, Chennai-600002., Telephone:044-28413854.
   299. Cosmopolitan Club ( Nan)  |  No:334,Anna Salai,, Nandanam,Chennai-600035., Near:Ymca College., Mob:9176113365.
   300. Cosmos Restobar  |  No:12/486A,, Mambakkam Road,, Madavakkam,, Chennai-600100.
   304. Craveology Foods Private Limited  |  No:4/269A,Mallurar Thottam,, Rasipuram,Chennai-637401
   306. CRC FOODS VENTURE  |  NO:101,Nehru St,Indra Nagar,, Kancheepuram,Chennai-631502
   314. Crest Foods  |  No. 37 , Varadharajapuram, Nazarthpet , Poonamallee, Chennai - 600 056, Mob 90030 23575
   316. Crimson Foods  |  Old No 7 New No 13, First Crescent Road, Gandhi Nagar Adyar, Chennai 600 020, Mob No.7871182262 ,7845335150, 0443111060
   317. Crispy Crust Pizzeria And Cafe  |  1A IIT Colony VelacherryMain Road, Narayanapuram, Pallikaranai, Chennai 600100
   318. CRK FOODS  |  11/1 Mahalingam Cheeti Rd,, Mahalinga Puram, Chennai 600 034.
   320. Crunchy Kitchen  |  No 135, MSP Complex,, Medavakkam Main Road,, Ullagaram, Chennai 600 091., Mob: 89394 62887
   327. C S Foodie Zone Pvt Ltd  |  NO 90 Padmavathy Nagar Main Road, Madambakkam, Chennai - 600 126, Land Mark Opp Bharat Engg College Road, Near Reddys Cr
   332. Curefoods India Private Limited  |  No:34,Rajiv Gandhi Salai,, Egattur Village,Siruseri,, Chennai-603103., Mob:9841807015
   333. Curefoods Private Limited  |  4th Floor,Grand Square Mall,, Tambaram,Velachery Main Road,, Velachery,Chennai-600042., Mob:7871639674.
   339. Dakshayini Foods  |  ( The RED BOX NEELANGARAI), No.B1, SAI ARCADE
Door No.3/487,, Kazura Garden, East Coast Road,, Neelangarai, Chennai-6001
   344. DANDHFOODS PRIVATE LIMITED  |  No:39,Ganga Kaveri St,, Vigenshwara Nagar,Porur,, Chennai-600116, Mob:6384388288
   348. D Cafe  |  No. 35A, Bassulla Raod,, T Nagar,, Chennai, Mob-99628 32233
   351. DC Foods Private Limited  |  Jugo Cafe, No 7/531 Velachery Main Road, Vijayanagaram,, Medavakkam Kootu Road, Chennai 600 100, Mob 95001 24551
   353. D D Foods  |  (Shaack Restaurant), F 32 2nd Avenue, Anna Nagar East, Chennai 600 102, Ph 7401215550, Tel-2626 0506
   360. De Halloween Club  |  72 Nallathambi Road,, Anna Nagar,, Pammal,, Chennai - 600075.
   361. De Indian Kitchen  |  31 A Seethapathy Nagar, 100ft Tharamani Link Road,, Chennai 600042, Ph; 89252 80418
   362. DEJA BREW  |  No G4 (1069), 19th Street G Block Anna, Nagar West, Anna Nagar West, Chennai-600040, MOB-9176615050
   363. Deja Brew Cafe  |  38, Sterling Road, Nungambakkam,, Chennai, Tamil Nadu, 600034, Ph:6383624640
   370. D.G Foods  |  No.2.Fourth Street,, Sivssakthi Nagar,, Annanur ,, Chennai 600 109., Cell : 8428257687
   371. Dhanalakshmi Foods  |  15,, 4TH CROSS STREET MANGALA NAGAR,, PORUR, CHENNAI-600116, Mob-79049 32507
   377. Dheeyas Hotel Pvt Ltd  |  No.102/124, Redhills Road, Vijayalakshmipuram, Ambattur, Chennai - 600 053, Tel : 044 6050 0222
   381. Dije Foods  |  Flat  No. 5112, Plot No.1, Ds Royal Castle, Ottavadai Street,, Mugalivakkam Main Road,, Madhanandhapuram, Chennai Tamil 
   382. Dijen Foods Private Limited  |  New No:97,Old No:45,, 2nd Floor,Nungambakkam High Road,, Chennai-600034., Mob:7358262141
   384. Dine Fine Gourmet  |  No 73, First Floor, Room. No.1, Palkalai Nagar, Palavakkam, Chennai - 600 041
   385. Dine Kart Private Limited  |  No 10 1St Street, VOC Colony Amnjikarai, Chennai 600 029., (Land Mark Next Nuts and Spices, Warehouse), Mob 89391 88999
   386. Dinesh Radha  |  No.28, Ennore Express Road,Kaladipet,, Thiruvottiyur,Chennai-600019, Mob-
   387. Dinetech Foods Private Limited  |  Plot No. 57-58, Raja Gardens,, Vanagaram Main Road,, Vanagaram, Chennai - 600116, Ph: 9940617739 - Balaji
   388. Dionysus Restaurants Private Limited  |  Jaganathan Road, Opposite Vijay Tv Office, Tirumurthy Nagar, Nungambakkam, Chennai 600 034, Mob-86101 78226, A/C No. 996
   392. Divine Dine  |  Ground Floor, M/34/2,, 17th Cross Street,, Aavin Milk Booth, Besant Nagar,, Chennai, Tamil Nadu, 600090, Ph; 72992 84214
   393. Divine Foods  |  NO:46,NGO Colony,Mohanpuri Secound Street,, Adambakkam,Chennai-600088., MOB: 9445757333,8939490538.
   399. D.K.Snacks  |  No:432,TH Road,, Old Washermenpet,Chennai-600021., Mob:7200299994.
   400. DLF Foods  |  No:23,South Sivan Kovil Street,, Vadapalani,Chennai-600026., Mob:8056175733.
   403. Dona Cakes World  |  No:86,SIDCO Industrial Estate,, Ekkattuthangal,Guindy,, Chennai-600032., Mob:9940589480.
   404. Doner Bistro  |  Express Food Street, 137, Rajiv Gandhi Salai,, Semmancheri,, Chennai, Tamil Nadu 600119
   405. Doner Kebab Bistro  |  No.31 , Anderson Road,, Nungambakkam,, Chennai - 600 034, Tel-044 4501 8008, Mob No. 8122379924
   407. Dosa V2  |  No.4/22, Nethaji Colony 2nd cross street, Mohanpuri, Velachery, Chennai 42, Mob: 8939489811, 9941844828, Ph:044 - 225320
   410. Down Sterling Club  |  No:17/A,Sterling Avenue,, Nungambakkam,, Chennai-600034., Mob:9383893838.
   412. DREAMSPICE FOODS PRIVATE LIMITED  |  67/13, Peeliamman Koil Street Kottur,, Chennai, Tamil Nadu, 600085., Mob:9710009077
   416. Druta Vrddhi Hotels Private Limited  |  E-147 A, No 5,2nd Avenue,Besant Nagar,, Adyar,Chennai.
   417. DS3 Food & Beverages  |  4th Avenue, Ashok Nagar,, Chennai-600033.
   418. Dudu Grill and Bar  |  No:3/416,ECR Road,, Uthandi,Chennai-600119., Mob:9176775222.
   419. Duet India Hotels ( Chennai OMR ) Pvt Ltd  |  Survey No 169 Plot No 1B & 1A, Rajiv Gandhi Salai, Kumaran Nagar, Sholinganallur, Chennai 600119, Mob 72992 29900, Mr. S
   420. Duet India Hotels Pvt Ltd  |  Plot No.P3,Near Sezgate, Mahindra World City, Chengalpet,, Chennai-603 002
   426. East West Foods Pvt Ltd  |  No E 37 2nd Avenue, Besant Nagar, Chennai 600 090, Mob 98840 34060 , 9884981478
   436. Eden Restaurant  |  Harrisons Hotel, 314- Valluvar Kottam High Road, Nungambakkam, Chennai - 600 034, 9884034060
   438. Eesentia Premier Hotel Chennai  |  ( A Unit of Averina Hospitality Ltd ), No:71/2,Okkiam,Thoraipakkam,, Rajiv Gandhi Salai,OMR,, Chennai-600097., Mob: 9025
   441. EIH Associated Hotels Limited  |  (Trident Chennai), 1/24, G.S.T. Road, Pazavanthangal,, Chennai - 600 027, Mob .9941154844, 044 22428253, 22428260
   447. Elevate Restaurants  |  (Infinity Esthell Restaurants LLP), No.1 Royal Enclave Besant Avenue Road, Adyar Chennai 600 020, Mob No +91-7338801767
   450. Elite Foods  |  No:291/2,CTH Road,, Avadi,Chennai-600054., Mob:7845379170.
   453. Ella Foods Private Limited Sales  |  ground floor, 7c, new no.105,, Central Warehousing Corporation Warehouse, Arcot Road, Virugambakkam,, Chennai-600092, Mo
   454. Ella Fresh Private Limited  |  No 573, Sivaprakasam Nagar, Chennai-600066, Mob:8483237004
   457. Eminent Foods  |  No:1/10,Ramapuram Main Road,, Meenakshi Nagar,Nesapakkam,, Chennai-600078., Mob:9677177180.
   458. Empee Hotels Limited  |  (C O Hilton Chennai), 124 1 J N Salai, Ekkaduthangal, Chennai 600 032
   460. E M Recreation Club  |  Sf:2/301,Door No:175,, East Coast Road,Akkarai Junction,, Shollinganallur,Chennai-600119., Mob:9444714319.
   462. ENBEE FOODS  |  Ground Floor, 73/1,, Sterling Road,, Nungambakkam,, Chennai - 600 034, Mob: 96773 16141
   469. ESM Foods Private Limited  |  (The Good Spot), No 5/3 2nd Main Road,, Kasthuribai Nagar,Adyar,, Chennai - 20, Mob-9994224601, Tel- 044 48622727
   472. ESSVEE FOODS  |  No 29 Padmagiri Nagar 1st Floor, Periya Sekkadu Perumal Koil Street, Madhavaram, Chennai 600 051, Mob 99400 20011
   473. Eva Cakes  |  61 A, Poonthamalle Road,, Ekkattuthangal,, Chennai-600032, Mob: 98408 88002
   476. Everest Bakery  |  No.75 Thulasingam Street,, Perambur,Chennai-600011, Mob-86800 13313
   477. EVNOIA FOODSTUFF TRADING PVT.LTD  |  No:2 F,2nd Floor, 560-562,, Century Plaza, Anna Salai,, Teynampet,Chennai - 600 018, Mob-99418 53686
   478. Evoke Bistro Bar & Grill  |  No. 5/360 2nd Floor, Rajiv Gandhi Salai , Okkiyam, Thoraipakkam, Chennai - 600 097, Mob No. 8825766059
   481. Express Infrastructure Pvt Ltd  |  No 2 Club House Road Mount Road, Chennai 600 002, Ph 044 28463354
   486. Fancy Recreation Club  |  No:140,Numgambakkam Road,, Chhotabhai Centre,, Chennai-600034., Mob:7358047981.
   488. Farm Fresh Milk Parlour  |  Mugalivakkam Main Road,, Madhanandhapuram,, Chennai-125, Mob-94434 59059
   489. Farmisto Potato  |  Anna Nagar Tower Park, Chennai-600040, Mob- 70104 29684
   490. Fasta Pizza Private Limited  |  No 48,49,& 50,, Rajeshwari street, Santosh Nagar,, Palavakkam Village, Perungudi, Chennai - 600 041, Mob: 91761 45450, N
   495. Fiducia Foods  |  Plot No:27,Vinoba Street,, Durga Nagar,Tambaram Sanatorium,, Chennai-600047.
   501. Flavory Foods Nm Road  |  Ground 34/130, Cryspin,, Nelson Manickam Road, Aminjikarai, Chennai,, Tamil Nadu, 600030, 8610984788 / 9840314257
   503. Flora Foods  |  Gound Floor,, A-15, TNSSI Layout Road,, Athipet,, Chennai - 600 058, Contact : 9176126563, Contact Person : Mr. Hari
   504. Floressa Hotels  |  5th Floor, NO 46,47 & 48,, Krishnaveniammal Nagar,, 1st main Road, kancheepuram,, Chennai, Chengalpattu,, Tamil Nadu, 60
   506. Foodcomm Technologies Private Limited  |  11/16-11, D1B, BLOCK-D, Radha Nagar School Road,, Velachery,Chennai-600042., Mob:9500150893
